,,log_4brackets_2ndcities_bracket0,log_4brackets_2ndcities_bracket1,log_4brackets_2ndcities_bracket2,log_4brackets_2ndcities_bracket3,rf_8brackets_2ndcities,rf_4brackets_2ndcities,2ndcities_category_counts,1stcities_category_counts,rf_4brackets_1stcities,rf_8brackets_1stcities,log_4brackets_1stcities_bracket0,log_4brackets_1stcities_bracket1,log_4brackets_1stcities_bracket2,log_4brackets_1stcities_bracket3
2_bodyshops_near,bodyshops_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_bodyshops_near,bodyshops_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_bodyshops_near,bodyshops_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_breakfast_brunch_far,breakfast_brunch_far,-0.0035,-0.0014,0.024,-0.0395,0.0005,0.0014,34269,7455,0.0002,0.001,-0.0169,0.0106,0.1047,0.1037
1_breakfast_brunch_far,breakfast_brunch_far,-0.001,0.0287,0.0545,0.0666,0.0021,0.0021,116052,28716,0.0026,0.0025,0.2044,-0.0007,-0.195,-0.1521
2_breakfast_brunch_far,breakfast_brunch_far,-0.0028,0.0062,-0.0286,0.1342,0.0034,0.002,98408,24014,0.0018,0.0039,0.1086,-0.181,0.2124,0.1499
3_breakfast_brunch_far,breakfast_brunch_far,-0.0072,0.0082,0.0009,0.0358,0.0003,0.0001,12244,1092,0.0004,0.0002,-0.1155,0.1236,-0.1308,-0.1025
4_breakfast_brunch_far,breakfast_brunch_far,-0.0003,0.0011,-0.0125,0.008,0.0001,0,684,5,0,0,0,0.0002,-0.0001,-0.0001
0_breakfast_brunch_near,breakfast_brunch_near,0.0098,-0.0081,-0.0114,0.0661,0.0002,0.0004,13860,1871,0.0002,0.0002,0.1699,-0.0863,0.1661,0.0301
1_breakfast_brunch_near,breakfast_brunch_near,0.0079,0.0216,-0.0598,-0.0379,0.0015,0.0007,43663,9185,0.0006,0.0013,-0.0955,-0.0853,0.3765,-0.1928
2_breakfast_brunch_near,breakfast_brunch_near,-0.0251,0.0016,0.004,0.2019,0.0012,0.0012,36896,8281,0.0014,0.0013,-0.0789,-0.1147,0.2479,0.0817
3_breakfast_brunch_near,breakfast_brunch_near,-0.0041,0.0019,-0.0154,0.0318,0.0002,0.0001,3321,279,0.0002,0,0.0362,0.0845,-0.2835,0.1239
4_breakfast_brunch_near,breakfast_brunch_near,0,0,0.0071,0.009,0,0,312,1,0,0,0,0,0,0
0_burgers_far,burgers_far,0.0252,0.0139,0.0095,-0.0462,0.0004,0.0004,72175,1334,0.0025,0.0007,0.1613,0.0751,-0.2014,-0.0747
1_burgers_far,burgers_far,-0.003,0.0097,0.0072,0.0807,0.004,0.0029,56296,33464,0.0021,0.0029,0.1936,-0.1702,-0.1307,0.0308
2_burgers_far,burgers_far,-0.0388,0.0174,0.0616,-0.174,0.0032,0.0008,36101,17230,0.0014,0.0015,0.1557,-0.0742,0.1435,-0.0616
3_burgers_far,burgers_far,0.001,0.0023,-0.0067,0.0147,0.0001,0,932,258,0,0.0001,0.3364,-0.0917,-0.1295,-0.0286
4_burgers_far,burgers_far,0,0,0,0,0,0,0,38,0,0,-0.0343,0.0188,-0.0001,-0.0012
0_burgers_near,burgers_near,0.0123,0.0034,-0.0082,-0.0494,0.0001,0.0002,19609,515,0.0004,0.0008,0.0046,-0.0961,0.1731,-0.0168
1_burgers_near,burgers_near,0.0048,-0.0086,-0.0366,-0.1726,0.002,0.0003,21296,11468,0.0008,0.0008,0.1018,-0.1029,0.0202,-0.0826
2_burgers_near,burgers_near,-0.015,-0.0116,-0.0007,0.1019,0.0008,0.002,14612,5619,0.0004,0.0006,0.1534,0.004,-0.0048,-0.1899
3_burgers_near,burgers_near,0.0005,-0.0038,-0.0022,0.0115,0,0.0001,322,86,0,0,0.1035,-0.039,-0.0157,-0.0064
4_burgers_near,burgers_near,0,0,0,0,0,0,0,13,0,0,0.0447,-0.0166,0,0
0_cafes_far,cafes_far,0.0023,0.0062,-0.0179,0.0524,0.0023,0.0009,22857,2136,0.0006,0.001,0.243,-0.0333,-0.1783,0.0921
1_cafes_far,cafes_far,-0.029,0.0122,0.0426,0.0325,0.0014,0.0015,70457,14959,0.0019,0.0019,-0.0497,0.0922,-0.1391,-0.2842
2_cafes_far,cafes_far,-0.0235,-0.0091,0.0233,0.1322,0.0032,0.0016,50781,13100,0.0016,0.0013,-0.0438,0.0642,-0.2767,-0.3507
3_cafes_far,cafes_far,0.0016,-0.0002,0.0023,-0.0013,0,0,414,260,0,0.0001,0.0826,-0.0511,0.0171,0.0006
4_cafes_far,cafes_far,0.0032,0.0054,-0.0132,-0.0075,0.0001,0,1896,47,0,0,0.0163,-0.0041,-0.0016,-0.0006
0_cafes_near,cafes_near,0.0011,-0.0106,0.0116,-0.0379,0.0009,0.0004,8719,739,0.0004,0.0008,0.107,0.0182,-0.1918,-0.0466
1_cafes_near,cafes_near,-0.0037,-0.0059,0.0521,-0.0258,0.0012,0.0008,26086,5175,0.0008,0.0004,0.2437,-0.0998,-0.0596,-0.1024
2_cafes_near,cafes_near,0.0066,-0.0212,0.0057,-0.0049,0.0007,0.0015,18392,4039,0.0006,0.001,0.2537,-0.1031,0.1334,-0.1278
3_cafes_near,cafes_near,-0.0001,0.0002,0.0034,-0.0173,0,0,90,67,0,0,0.0327,0.0161,-0.0225,-0.0092
4_cafes_near,cafes_near,0,-0.0057,-0.0058,0.0233,0,0,738,16,0,0,0.0002,0,0,0
0_car_dealers_far,car_dealers_far,0.0431,-0.0466,-0.0468,0.0553,0.0015,0.0035,72810,13826,0.0025,0.0018,-0.2671,0.1491,-0.1267,-0.1752
1_car_dealers_far,car_dealers_far,0,0,0,0,0,0,0,20,0,0,-0.0047,-0.0074,0,0.0001
2_car_dealers_far,car_dealers_far,0,0,0,0,0,0,0,811,0,0,-0.3415,0.1168,-0.0602,-0.0068
3_car_dealers_far,car_dealers_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_car_dealers_far,car_dealers_far,0.0007,-0.0001,-0.0004,-0.0066,0,0,128,0,0,0,0,0,0,0
0_car_dealers_near,car_dealers_near,0.0409,-0.0106,-0.0176,-0.116,0.001,0.0004,18858,3475,0.0006,0.0009,0.0991,-0.0459,0.1545,-0.0449
1_car_dealers_near,car_dealers_near,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2_car_dealers_near,car_dealers_near,0,0,0,0,0,0,0,111,0,0,-0.1118,-0.0009,0.0618,-0.013
3_car_dealers_near,car_dealers_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_car_dealers_near,car_dealers_near,0.0007,-0.0002,0,-0.0001,0.0001,0.0004,19,0,0,0,0,0,0,0
0_carwash_far,carwash_far,0.0218,0.006,-0.069,-0.1563,0.0024,0.0009,71556,32191,0.0009,0.0022,-0.2855,0.0896,0.1834,-0.057
1_carwash_far,carwash_far,0,0,0,0,0,0,0,74,0,0.0001,-0.1006,0.0552,0.002,0.0115
2_carwash_far,carwash_far,-0.0035,0.0005,0.0074,-0.0342,0.0001,0.0005,1110,242,0,0,-0.123,0.063,0.0305,-0.0112
3_carwash_far,carwash_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_carwash_far,carwash_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_carwash_near,carwash_near,-0.0135,-0.0071,-0.0274,-0.2442,0.001,0.0001,20654,7367,0.0006,0.0006,-0.4767,0.2052,0.2023,-0.1017
1_carwash_near,carwash_near,0,0,0,0,0,0,0,12,0.0001,0,0.0311,-0.0265,0.0337,-0.0003
2_carwash_near,carwash_near,-0.0052,0.0082,-0.0099,-0.0132,0.0002,0,344,76,0,0,0.0089,-0.0052,0.0005,-0.0181
3_carwash_near,carwash_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_carwash_near,carwash_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_catering_far,catering_far,0.0168,-0.0217,-0.0168,-0.1683,0.0015,0.0018,349718,53289,0.0021,0.0028,0.0825,-0.0038,0.238,-0.2032
1_catering_far,catering_far,-0.0094,-0.0098,0.0186,0.0515,0.0005,0.0004,103863,27498,0.0021,0.002,-0.026,-0.0296,-0.0978,0.1641
2_catering_far,catering_far,0.0084,0.001,0.0235,0.1615,0.0001,0.0003,78082,17921,0.0033,0.0019,0.0066,-0.0849,-0.0906,0.2154
3_catering_far,catering_far,0.0012,0.007,0.0024,0.1279,0,0.0002,18033,451,0.0001,0.0003,-0.014,0.0651,-0.0594,-0.014
4_catering_far,catering_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_catering_near,catering_near,0.0424,-0.0381,-0.0632,-0.2641,0.001,0.0006,108533,11517,0.0007,0.0007,0.0119,0.1005,-0.0071,-0.0853
1_catering_near,catering_near,-0.0034,0.0147,0.0008,0.1028,0,0,27435,8450,0.0013,0.0014,0.1599,-0.0926,0.0727,0.0123
2_catering_near,catering_near,-0.0002,-0.0007,0.0294,0.0194,0,0,23129,5902,0.0009,0.0004,-0.1392,-0.0846,0.2333,0.1617
3_catering_near,catering_near,-0.0002,-0.0013,0.0058,-0.0044,0,0,957,117,0.0004,0,-0.0495,-0.0306,0.0081,0.05
4_catering_near,catering_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_chicken_wings_far,chicken_wings_far,-0.0029,-0.02,0.0345,0.0871,0.0005,0.0008,2982,1005,0.0016,0.0016,-0.2165,0.136,-0.1324,0.0005
1_chicken_wings_far,chicken_wings_far,0.0192,-0.0256,-0.0933,-0.0301,0.0018,0.0016,9834,9870,0.0016,0.0027,-0.0808,0.1154,-0.1278,-0.3159
2_chicken_wings_far,chicken_wings_far,-0.0104,-0.0045,0.0337,-0.0265,0.001,0.0018,14004,9472,0.0025,0.0017,-0.1627,0.0477,0.0238,-0.2031
3_chicken_wings_far,chicken_wings_far,-0.0005,0.0007,-0.0019,-0.0081,0,0,236,39,0.0002,0,-0.0161,0.0238,-0.0196,-0.0114
4_chicken_wings_far,chicken_wings_far,0.0052,0.0006,0.0013,-0.0001,0,0.0001,260,0,0,0,0,0,0,0
0_chicken_wings_near,chicken_wings_near,-0.0018,0.0003,0.0082,0.0071,0,0.0006,1263,351,0.0003,0.0006,0.1359,0.0052,-0.0457,-0.1052
1_chicken_wings_near,chicken_wings_near,0.0102,-0.0005,-0.0486,-0.114,0.0009,0.0001,3984,3485,0.0007,0.0009,-0.3094,0.2138,0.1182,-0.3861
2_chicken_wings_near,chicken_wings_near,-0.0032,0.0091,0.0108,-0.1761,0.0007,0.0003,6433,3452,0.0013,0.0003,-0.2639,-0.0668,0.2254,-0.1077
3_chicken_wings_near,chicken_wings_near,0.0005,-0.0011,-0.0005,-0.0009,0.0001,0,90,4,0,0,-0.0021,0.0091,-0.0015,-0.0082
4_chicken_wings_near,chicken_wings_near,-0.0031,0.0057,0.0062,-0.0001,0,0,364,0,0,0,0,0,0,0
0_chinese_far,chinese_far,-0.0169,0.0115,0.0136,-0.1833,0.0013,0.0008,10126,2428,0.0003,0.0005,-0.0431,0.0657,-0.0995,-0.0251
1_chinese_far,chinese_far,-0.0161,-0.0022,0.0334,0.202,0.0022,0.0013,46963,24376,0.0026,0.002,0.0031,-0.0864,0.194,-0.042
2_chinese_far,chinese_far,-0.0348,0.0213,0.0991,0.0018,0.0008,0.0014,61040,23080,0.0029,0.0021,0.1048,0.0201,-0.01,0.049
3_chinese_far,chinese_far,0.0019,0.0003,0.0008,-0.0154,0,0,212,1637,0,0.0001,0.2118,-0.0347,0.0423,-0.0649
4_chinese_far,chinese_far,0,0,0,0,0,0,0,157,0,0,-0.0282,0.0113,-0.0039,-0.0021
0_chinese_near,chinese_near,-0.0042,0.0108,0.0016,-0.0039,0,0,4502,717,0.0007,0,-0.2108,0.2062,-0.2753,0.0447
1_chinese_near,chinese_near,0.0133,-0.0024,0.0263,0.1462,0.0012,0.0008,22506,8589,0.001,0.0016,0.0208,-0.0695,-0.0283,-0.0154
2_chinese_near,chinese_near,0.0018,0.035,0.0393,0.2092,0.0009,0.0021,28337,7249,0.0001,0.0006,0.0493,0.0943,-0.1604,0.0255
3_chinese_near,chinese_near,0,0,0,0,0,0,0,420,0,0,0.0272,0.0084,-0.0885,-0.0168
4_chinese_near,chinese_near,0,0,0,0,0,0,0,25,0,0,-0.0087,-0.0015,-0.0004,0.0021
0_chiropractors_far,chiropractors_far,0.0169,0.0097,0.0236,0.0298,0.0032,0.0043,188675,10937,0.0018,0.001,-0.1135,0.0982,-0.0492,0.0196
1_chiropractors_far,chiropractors_far,0,0,0,0,0,0,0,194,0,0,0.0076,0.0112,-0.0088,-0.001
2_chiropractors_far,chiropractors_far,-0.01,0.0185,-0.0595,-0.1474,0.0003,0.0009,3701,448,0.0005,0,0.0872,-0.0613,0.0028,-0.0524
3_chiropractors_far,chiropractors_far,0,0,0.0015,-0.0186,0,0,282,0,0,0,0,0,0,0
4_chiropractors_far,chiropractors_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_chiropractors_near,chiropractors_near,-0.0211,0.0293,-0.0243,0.0526,0.0012,0.0007,64767,3448,0.0005,0.0006,-0.1417,0.0356,0.21,-0.0756
1_chiropractors_near,chiropractors_near,0,0,0,0,0,0,0,56,0,0,0.0043,0.0006,-0.0009,-0.0015
2_chiropractors_near,chiropractors_near,-0.0099,0.0106,-0.011,0.0582,0,0,1374,199,0,0,0.0669,-0.0216,-0.0437,0.0205
3_chiropractors_near,chiropractors_near,0,0,-0.0038,0.0388,0,0,102,0,0,0,0,0,0,0
4_chiropractors_near,chiropractors_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_cocktailbars_far,cocktailbars_far,0.0026,0.0097,0.0573,-0.2328,0.0012,0.0001,15537,467,0,0.0002,-0.1423,0.0102,-0.0717,0.0835
1_cocktailbars_far,cocktailbars_far,-0.0016,0.0017,-0.0096,0.1051,0,0.0004,4167,2397,0.0003,0.0003,0.1545,-0.0466,0.1462,0.0128
2_cocktailbars_far,cocktailbars_far,-0.005,0.0334,-0.0735,0.2254,0.0028,0.0323,101982,18957,0.0009,0.0019,0.1974,-0.0254,-0.005,-0.1592
3_cocktailbars_far,cocktailbars_far,0.0228,-0.0166,0.0529,-0.2076,0.0004,0.0003,15387,3773,0.0005,0.0026,-0.1221,0.0738,-0.1621,0.0106
4_cocktailbars_far,cocktailbars_far,0.001,-0.0001,0.0136,-0.0675,0,0,2100,58,0.0001,0,0.0107,-0.0187,-0.0001,0.0039
0_cocktailbars_near,cocktailbars_near,0.0005,-0.0026,-0.0316,0.0775,0.0004,0.0004,5973,83,0,0,-0.0348,-0.0033,-0.0116,0.0444
1_cocktailbars_near,cocktailbars_near,-0.0001,-0.002,-0.0014,-0.0016,0.0001,0,1742,835,0.0001,0.0001,-0.0731,0.0523,-0.0412,-0.0491
2_cocktailbars_near,cocktailbars_near,-0.0098,-0.0022,-0.0301,0.2441,0.0006,0.0038,38448,6428,0.0003,0.0009,0.1739,-0.0576,-0.109,0.0054
3_cocktailbars_near,cocktailbars_near,-0.0025,0.0049,-0.0046,-0.0107,0.0001,0.0002,4954,1434,0.0004,0.0001,0.3056,-0.0014,-0.1233,-0.0204
4_cocktailbars_near,cocktailbars_near,-0.0002,0.0002,-0.006,0.0593,0,0,586,7,0,0,0.0225,-0.0061,0,0
0_coffee_far,coffee_far,-0.0044,-0.0334,0.0093,0.1287,0.0017,0.0012,137965,7354,0.0009,0.0011,-0.3699,0.0388,-0.2674,0.14
1_coffee_far,coffee_far,0.0121,-0.0114,-0.0007,0.0698,0.0027,0.0026,278966,48624,0.002,0.0025,-0.1205,-0.0735,0.1689,0.0186
2_coffee_far,coffee_far,0.024,0.0054,-0.0408,0.0405,0.0018,0.001,142786,28299,0.0015,0.0021,0.2846,-0.144,-0.0093,-0.2545
3_coffee_far,coffee_far,-0.0011,-0.0018,0.0085,0.038,0.0001,0,1925,5793,0.0001,0.0003,0.2785,-0.0293,-0.1722,-0.0765
4_coffee_far,coffee_far,0,0,0,0,0,0,0,2189,0,0.0001,0.1797,-0.0411,-0.1814,-0.05
0_coffee_near,coffee_near,-0.0091,0.0043,0.0304,-0.0739,0.001,0.0005,40948,1451,0.0008,0.0009,-0.3521,-0.0761,0.0113,0.2823
1_coffee_near,coffee_near,-0.0162,-0.0063,-0.0404,0.1102,0.0023,0.0012,101771,16046,0.0013,0.0016,-0.304,0.1086,-0.0484,0.246
2_coffee_near,coffee_near,0.0066,-0.0088,-0.0724,0.1525,0.0015,0.0011,47708,7991,0.0004,0.0013,0.2768,-0.0971,-0.0984,-0.0744
3_coffee_near,coffee_near,0.0021,-0.0026,-0.0041,0.0139,0.0001,0,757,2576,0.0002,0.0001,0.4558,0.0024,-0.0716,0.0043
4_coffee_near,coffee_near,0,0,0,0,0,0,0,793,0,0.0001,0.1285,-0.1088,-0.0106,-0.0165
0_contractors_far,contractors_far,-0.0523,-0.019,0.0044,0.096,0.0172,0.0067,1005184,106506,0.0034,0.0088,-0.1498,-0.0045,0.273,-0.0205
1_contractors_far,contractors_far,0,0,0,0,0,0,0,68,0,0,0.0038,-0.002,-0.0203,-0.0056
2_contractors_far,contractors_far,-0.0017,0.0011,-0.0016,-0.0106,0.0001,0.0002,237,771,0.0001,0.0005,0.1537,-0.0118,-0.0488,-0.0394
3_contractors_far,contractors_far,0,0,0,0,0,0,0,52,0.0002,0,0.025,-0.0085,-0.008,-0.0011
4_contractors_far,contractors_far,-0.0033,-0.0004,0.0163,-0.0291,0.0003,0.0003,80,89,0,0,-0.008,0.0086,-0.0083,-0.0034
0_contractors_near,contractors_near,-0.0473,-0.0309,0.0081,0.0864,0.0019,0.0094,305152,23899,0.0009,0.0013,-0.088,0.031,0.0083,0.0541
1_contractors_near,contractors_near,0,0,0,0,0,0,0,32,0.0001,0.0001,0.0383,-0.0092,-0.0073,-0.0023
2_contractors_near,contractors_near,0.001,-0.0011,-0.0006,-0.0007,0,0,96,263,0.0001,0,0.0072,-0.0332,-0.0387,0.0749
3_contractors_near,contractors_near,0,0,0,0,0,0,0,3,0,0,-0.0129,0.0094,-0.0007,-0.0001
4_contractors_near,contractors_near,-0.0017,0.0033,-0.0065,-0.024,0,0,42,31,0,0,0.0066,0.0002,-0.0003,-0.0002
0_convenience_far,convenience_far,0.0072,0.0267,-0.0485,-0.0051,0.0014,0.0029,32120,1919,0.0003,0.0004,-0.0615,-0.037,0.0491,-0.1333
1_convenience_far,convenience_far,0.0359,-0.0021,0.0221,-0.1915,0.0028,0.0009,33517,8061,0.0016,0.0011,0.4552,-0.1038,-0.0785,-0.2005
2_convenience_far,convenience_far,0.0017,-0.0123,0.0606,-0.1974,0.0011,0.0018,27240,6728,0.0009,0.002,0.018,0.005,0.1083,-0.3987
3_convenience_far,convenience_far,-0.0076,0.0125,-0.023,0.0322,0.0006,0.0007,6538,471,0.0007,0.0001,0.0382,-0.0052,0.0341,-0.0636
4_convenience_far,convenience_far,-0.0022,-0.0023,0.0169,-0.0743,0.0004,0.0004,723,90,0,0,0.0779,-0.0375,0.0978,-0.0377
0_convenience_near,convenience_near,0.0153,0.0076,-0.0235,-0.1502,0.0005,0.001,10741,747,0.0001,0.0004,0.2061,-0.1279,-0.1051,0.0619
1_convenience_near,convenience_near,-0.0094,0.01,-0.0157,-0.101,0.0011,0.0004,13233,2775,0.0002,0.0012,0.0648,0.0933,-0.2898,-0.155
2_convenience_near,convenience_near,-0.0165,0.018,0.0064,-0.0151,0.002,0.0002,10347,2307,0.0003,0.0003,-0.1745,0.0719,0.1395,-0.0129
3_convenience_near,convenience_near,0.0006,0.0128,0.0237,-0.1986,0.0006,0,2382,176,0,0.0001,-0.0741,0.0492,-0.0817,0.0087
4_convenience_near,convenience_near,-0.0013,-0.0044,0.0138,-0.0161,0.0002,0.0006,559,39,0,0,0.0373,-0.0322,-0.0193,0.0191
0_copyshops_far,copyshops_far,0.0053,-0.013,-0.0418,-0.0532,0.0029,0.0017,105905,18304,0.0017,0.0014,-0.0043,0.0035,0.2963,0.0578
1_copyshops_far,copyshops_far,0.0002,0.0006,-0.0002,-0.0113,0,0,356,164,0,0,0.0207,0.0248,-0.0913,0.012
2_copyshops_far,copyshops_far,-0.0018,0.0108,-0.0217,0.1639,0.0004,0,6571,1611,0.0002,0.001,-0.1619,0.0394,0.1788,-0.0131
3_copyshops_far,copyshops_far,-0.0001,-0.0003,-0.0047,0.0178,0,0,142,126,0,0,0.0831,-0.044,-0.0043,0.0245
4_copyshops_far,copyshops_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_copyshops_near,copyshops_near,-0.0044,0.0048,-0.0648,0.1813,0.0015,0.0007,39158,4383,0.0005,0.0007,0.1296,0.034,0.0171,0.1884
1_copyshops_near,copyshops_near,0,-0.0009,0,0.0057,0,0,72,7,0,0,0.0001,0,-0.0009,0
2_copyshops_near,copyshops_near,0.0044,-0.0056,0.0024,-0.0397,0.0001,0,2951,462,0.0001,0,-0.3128,0.115,0.0259,0.072
3_copyshops_near,copyshops_near,0.0004,-0.0001,0.0022,-0.0047,0,0,89,52,0.0001,0,0.0187,-0.0129,0.0151,-0.018
4_copyshops_near,copyshops_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_cosmeticdentists_far,cosmeticdentists_far,-0.0464,-0.0016,0.0381,0.0062,0.0017,0.0012,369634,20595,0.0044,0.0039,-0.0165,-0.0797,-0.1572,0.2501
1_cosmeticdentists_far,cosmeticdentists_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_cosmeticdentists_far,cosmeticdentists_far,0.0076,-0.0063,0.0042,-0.059,0,0,3443,163,0.0001,0.0001,0.0696,-0.0202,-0.0012,-0.0119
3_cosmeticdentists_far,cosmeticdentists_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_cosmeticdentists_far,cosmeticdentists_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_cosmeticdentists_near,cosmeticdentists_near,-0.0298,0.0078,-0.0127,-0.048,0.0019,0.0007,122560,6683,0.0019,0.0011,0.5513,-0.2796,-0.1542,0.1783
1_cosmeticdentists_near,cosmeticdentists_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_cosmeticdentists_near,cosmeticdentists_near,0.0055,-0.001,0.0027,0.0633,0,0,1429,79,0,0,-0.1729,0.0741,0.0051,-0.0291
3_cosmeticdentists_near,cosmeticdentists_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_cosmeticdentists_near,cosmeticdentists_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_cosmetics_far,cosmetics_far,0.0119,-0.0067,0.0378,-0.3018,0.0008,0.0016,73973,12087,0.0006,0.001,0.0452,0.1021,-0.0273,-0.0956
1_cosmetics_far,cosmetics_far,0,-0.0062,-0.0237,-0.0236,0.0007,0.0005,6721,5188,0.0005,0.0016,-0.0663,-0.0715,0.0424,0.0167
2_cosmetics_far,cosmetics_far,-0.0134,0.0183,-0.0421,-0.1839,0.0009,0.0015,61758,16956,0.0019,0.0016,0.0458,-0.033,0.1097,-0.1178
3_cosmetics_far,cosmetics_far,-0.0005,0.0093,-0.0292,-0.1172,0.0005,0.0004,55892,1762,0.0006,0.0002,-0.1315,0.1811,-0.2566,-0.1502
4_cosmetics_far,cosmetics_far,0.0009,-0.0008,0.0073,-0.105,0,0,2649,1389,0,0,-0.1613,0.0593,-0.1552,-0.1055
0_cosmetics_near,cosmetics_near,0.014,-0.0178,0.0003,-0.0069,0.0005,0.0001,21099,3954,0.0003,0.0002,-0.1486,-0.0592,0.0263,-0.0177
1_cosmetics_near,cosmetics_near,0.0106,-0.015,-0.014,-0.025,0.0003,0.0003,2648,1726,0.0001,0.0003,-0.1005,0.0024,0.002,-0.0037
2_cosmetics_near,cosmetics_near,0.0076,-0.0082,0.0405,-0.3382,0.0005,0.0005,21677,4825,0.0007,0.0006,0.191,-0.1342,-0.1855,0.0335
3_cosmetics_near,cosmetics_near,0.0019,0.0046,-0.0104,0.0268,0.0002,0.0004,16959,525,0.0002,0.0003,0.0311,0.0392,-0.0534,-0.082
4_cosmetics_near,cosmetics_near,-0.0001,0.0001,-0.0006,-0.006,0,0,740,328,0.0003,0,-0.0029,0.119,-0.0973,-0.0931
0_delis_far,delis_far,-0.0021,-0.0059,0.0145,0.1394,0.0002,0.0003,14487,1616,0.0004,0.0006,0.0139,0.1138,-0.0039,-0.0267
1_delis_far,delis_far,0.0019,0.0083,0.1126,-0.2125,0.0013,0.001,73017,19420,0.0047,0.0019,-0.1391,-0.1004,0.2529,0.1912
2_delis_far,delis_far,-0.0098,0.0165,0.0336,-0.0432,0.001,0.001,14483,7106,0.0015,0.0017,-0.4582,0.1669,-0.2455,0.2248
3_delis_far,delis_far,-0.0008,-0.0048,0.0122,0.0793,0,0,1019,24,0,0,0.0107,0.0005,-0.0049,-0.0001
4_delis_far,delis_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_delis_near,delis_near,0.0142,-0.0223,-0.019,0.0282,0.0001,0.0015,5767,684,0.0001,0.0001,-0.0333,-0.042,0.1198,0.013
1_delis_near,delis_near,0.0158,-0.0023,0.027,-0.0203,0.0011,0.0003,29561,6306,0.0007,0.0011,-0.022,-0.1272,0.353,0.1019
2_delis_near,delis_near,-0.0035,-0.0048,0.0221,-0.1094,0.0002,0.0005,5276,1976,0.0013,0.0003,-0.3775,0.0464,-0.0262,0.2583
3_delis_near,delis_near,0.0027,-0.0028,0.0015,-0.0467,0,0,408,22,0,0,-0.0015,0.0057,-0.0063,0.0004
4_delis_near,delis_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_dentists_far,dentists_far,-0.0079,0.0111,0.0313,-0.1227,0.0008,0.0007,44874,35377,0.0027,0.0039,0.0437,-0.0867,0.0132,0.1761
1_dentists_far,dentists_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_dentists_far,dentists_far,0,0,0,0,0,0,0,163,0.0001,0.0004,0.0696,-0.0202,-0.0012,-0.0119
3_dentists_far,dentists_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_dentists_far,dentists_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_dentists_near,dentists_near,0.0081,-0.0106,0.0173,0.0371,0,0.0003,12407,11210,0.0013,0.001,-0.3502,0.0297,0.1865,0.158
1_dentists_near,dentists_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_dentists_near,dentists_near,0,0,0,0,0,0,0,79,0.0001,0.0001,-0.1729,0.0741,0.0051,-0.0291
3_dentists_near,dentists_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_dentists_near,dentists_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_deptstores_far,deptstores_far,0.0164,-0.0046,0.0055,-0.1348,0.0002,0,1240,2463,0,0,0.236,0.024,-0.0315,-0.085
1_deptstores_far,deptstores_far,0.0003,-0.0142,-0.0057,0.1661,0.0001,0.0004,4700,2122,0.0011,0.0011,-0.0414,0.0614,-0.1338,0.025
2_deptstores_far,deptstores_far,0.0458,-0.0272,-0.0452,-0.0498,0.0017,0.0003,15813,3729,0.0024,0.0007,0.1848,-0.0138,-0.1391,-0.0745
3_deptstores_far,deptstores_far,-0.0024,-0.0092,0.0047,0.0413,0,0,3870,671,0.0003,0.0001,0.0916,-0.0567,0.0477,0.0173
4_deptstores_far,deptstores_far,-0.0004,-0.0004,0.0156,-0.0627,0,0,2365,28,0,0,0,-0.0005,0,0
0_deptstores_near,deptstores_near,-0.0049,0.0066,0.0404,-0.0651,0,0,1498,1034,0,0,0.0401,-0.0289,-0.0018,0.0342
1_deptstores_near,deptstores_near,-0.0006,-0.0012,0.0158,-0.0567,0.0003,0.0001,2074,661,0.0003,0.0007,0.2563,-0.1028,-0.0979,-0.0845
